,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
7066,15680643,Lo,729,Spain,Female,42,1,0.0,2,yes,yes,149535.97,no
7067,15761854,Burn,746,France,Female,24,4,0.0,1,no,yes,94105.0,no
7068,15730793,Russell,699,Germany,Female,54,3,111009.32,1,yes,yes,155905.79,yes
7069,15692137,Jen,759,France,Female,46,2,0.0,1,yes,yes,138380.11,no
7070,15608595,Lo Duca,748,France,Female,39,3,157371.54,1,no,yes,97734.3,no
7071,15709459,Oluchi,698,Spain,Female,63,5,0.0,1,yes,yes,173576.71,no
7072,15775750,Yao,686,France,Male,37,9,134560.62,1,yes,no,27596.39,no
7073,15585855,Gould,679,France,Male,40,1,0.0,1,yes,yes,16897.19,no
7074,15752139,Salter,682,Germany,Male,36,5,72373.62,2,yes,no,36895.99,no
7075,15768295,Warner,778,France,Female,34,7,109564.1,1,no,yes,113046.81,no
7076,15766906,Salier,742,France,Female,25,4,132116.13,2,yes,no,129933.5,no
7077,15725776,Lazar,649,Germany,Male,24,7,101195.23,1,no,no,133091.32,no
7078,15682576,Onyenachiya,763,France,Male,67,1,149436.73,2,no,yes,106282.74,no
7079,15704081,Findlay,595,Germany,Male,30,9,130682.11,2,yes,yes,57862.88,no
7080,15719940,Gibbons,628,Germany,Female,51,10,115280.49,2,no,no,12628.61,yes
7081,15672894,McCawley,625,France,Female,36,8,129944.39,2,no,no,198914.8,no
7082,15667451,Taylor,733,France,Male,36,5,0.0,2,yes,yes,109127.54,no
7083,15636767,Yang,665,Spain,Female,32,10,0.0,1,yes,yes,22487.45,no
7084,15571415,Okwudiliolisa,805,Germany,Male,56,6,151802.29,1,yes,no,46791.09,yes
7085,15575605,Napolitano,725,France,Male,38,6,0.0,2,yes,yes,158697.28,no
7086,15649160,Vavilov,554,France,Female,38,3,138731.95,1,yes,yes,194138.36,no
7087,15615832,Teague,675,Spain,Female,35,8,155621.08,1,no,yes,35177.31,no
7088,15600975,Chiemenam,556,France,Female,54,4,150005.38,1,yes,no,157015.5,yes
7089,15690772,Hughes,635,Spain,Female,48,2,0.0,2,yes,yes,136551.25,no
7090,15565714,Cattaneo,601,France,Male,47,1,64430.06,2,no,yes,96517.97,no
7091,15763108,Davis,600,Germany,Male,53,7,106261.63,1,yes,no,93629.66,yes
7092,15723884,Nekrasova,758,Spain,Male,40,3,0.0,2,no,no,96097.65,no
7093,15644453,Loggia,606,Germany,Female,41,4,132670.53,1,yes,no,156476.36,yes
7094,15655464,Combes,640,France,Female,67,3,0.0,1,no,yes,42964.63,no
7095,15783883,Onwuka,753,Germany,Female,38,1,117314.92,1,yes,no,122021.33,yes
7096,15787693,Kharlamov,559,Spain,Male,38,3,145874.35,1,yes,no,56311.39,yes
7097,15664793,Scott,754,Spain,Female,50,7,146777.44,2,no,yes,150685.52,no
7098,15642391,Lettiere,621,Germany,Male,51,4,109978.83,1,no,no,177740.58,yes
7099,15756538,Osonduagwuike,654,France,Female,37,5,0.0,1,no,yes,71492.28,no
7100,15668830,Wan,650,Spain,Male,24,8,108881.73,1,yes,no,104492.83,no
7101,15796569,Donaldson,831,Spain,Female,44,10,0.0,1,no,yes,47729.33,no
7102,15677112,Chukwufumnanya,519,France,Male,39,2,112957.26,2,yes,no,97593.16,no
7103,15815040,Ma,552,Germany,Female,42,8,103362.14,1,no,yes,186869.58,yes
7104,15590434,Alexander,577,Spain,Male,41,4,89015.61,1,no,yes,135227.23,no
7105,15597536,Nkemjika,576,Spain,Male,45,5,133618.01,1,no,no,135244.87,no
7106,15723989,Carroll,646,France,Male,40,5,93680.43,2,yes,yes,179473.26,no
7107,15767358,Obioma,711,Germany,Female,45,1,97486.15,2,yes,no,50610.62,no
7108,15594812,Campbell,806,Spain,Female,37,2,137794.18,2,no,yes,75232.02,no
7109,15688210,Sims,670,France,Female,39,8,101928.51,1,no,no,89205.54,no
7110,15681509,McKay,679,Spain,Female,28,9,0.0,2,no,yes,61761.77,no
7111,15572390,Huang,850,Spain,Female,39,6,0.0,2,yes,no,103921.43,no
7112,15801441,Campbell,670,Germany,Female,35,2,79585.96,1,no,yes,198802.9,no
7113,15783859,Boni,733,France,Female,24,3,161884.99,1,yes,yes,9617.24,no
7114,15575243,Gorbunova,764,France,Female,39,1,129068.54,2,yes,yes,187905.12,no
7115,15773421,Genovese,673,France,Female,42,4,0.0,2,yes,no,121440.8,no
7116,15788776,Landor,588,Germany,Male,49,6,132623.76,3,yes,no,36292.94,yes
7117,15765257,Meng,564,Spain,Male,31,5,121461.87,1,yes,yes,20432.09,yes
7118,15661412,Wardell,715,France,Male,32,8,175307.32,1,yes,no,187051.23,no
7119,15636478,Williams,621,France,Male,31,7,136658.61,1,yes,yes,148689.13,no
7120,15603683,Ofodile,796,Spain,Female,23,3,146584.19,2,no,no,125445.8,no
7121,15651868,Clark,672,France,Male,34,6,0.0,1,no,no,22736.06,no
7122,15815443,Lo,527,Spain,Female,46,10,131414.76,1,yes,no,54947.51,no
7123,15682686,Chukwuemeka,722,France,Female,38,3,0.0,2,no,yes,167984.72,no
7124,15697460,Lai,596,Germany,Male,34,4,99441.21,2,no,yes,4802.27,no
7125,15748432,Arcuri,746,France,Female,32,4,0.0,2,yes,yes,72909.75,no
7126,15698271,Graham,523,France,Female,26,4,0.0,2,yes,no,185488.81,no
7127,15808662,Krylov,624,France,Male,44,3,0.0,2,yes,no,88407.51,no
7128,15690372,Henry,553,Spain,Male,38,1,181110.13,2,yes,no,184544.59,no
7129,15781875,Jamieson,850,Spain,Male,33,3,100476.46,2,yes,yes,136539.13,no
7130,15801473,Moore,599,Germany,Male,33,2,51949.95,2,yes,no,85045.92,no
7131,15704509,Tan,492,France,Male,35,8,121063.49,1,no,no,85421.48,no
7132,15694666,Thornton,707,Spain,Male,48,8,88441.64,1,yes,yes,119903.2,yes
7133,15731166,Macleod,743,France,Female,30,1,127023.39,1,yes,yes,138780.89,no
7134,15728523,Rizzo,522,France,Male,41,5,144147.68,1,yes,yes,14789.9,no
7135,15788442,Chukwukadibia,681,Spain,Female,57,2,173306.13,1,no,yes,131964.66,no
7136,15689781,Ts'ai,826,France,Female,49,0,0.0,1,no,no,178709.98,yes
7137,15764226,Lu,630,Germany,Female,28,8,106425.75,1,yes,yes,20344.84,no
7138,15809837,Kent,430,Germany,Female,66,6,135392.31,2,yes,yes,172852.06,yes
7139,15805212,Black,806,France,Female,67,1,0.0,2,no,yes,103945.58,no
7140,15716082,Chukwubuikem,703,Spain,Male,39,6,152685.4,1,no,no,183656.12,no
7141,15643056,McMillan,755,Germany,Female,38,1,82083.52,1,no,yes,10333.78,no
7142,15654859,Ngozichukwuka,612,Spain,Female,63,2,131629.17,2,yes,no,122109.58,yes
7143,15761158,Y?an,719,France,Female,54,7,0.0,2,yes,yes,125041.52,no
7144,15577515,Sung,554,Germany,Female,55,0,108477.27,1,no,yes,140003.0,yes
7145,15723827,Macartney,683,France,Male,30,4,114779.35,1,no,no,183171.47,no
7146,15646594,Ali,749,France,Male,41,5,57568.94,1,yes,yes,61128.29,no
7147,15712877,Morley,724,Spain,Male,36,1,0.0,2,yes,no,52462.25,no
7148,15598802,Martin,770,Spain,Male,30,8,0.0,2,no,yes,50839.85,no
7149,15699340,Okorie,680,France,Male,37,4,0.0,2,yes,no,61240.87,no
7150,15691150,Ku,699,France,Female,32,4,110559.46,1,yes,yes,127429.56,no
7151,15608688,Andreyeva,442,France,Male,34,4,0.0,2,yes,no,68343.08,no
7152,15737998,Cheng,529,France,Male,46,8,0.0,1,no,no,126511.94,yes
7153,15735837,Hsia,574,Spain,Male,36,3,0.0,2,yes,yes,8559.66,no
7154,15659100,Lane,605,France,Male,33,9,128152.82,1,no,no,147822.81,no
7155,15609070,Findlay,515,Germany,Male,45,7,120961.5,3,yes,yes,39288.11,yes
7156,15650313,Okonkwo,632,Germany,Male,65,6,129472.33,1,yes,yes,85179.48,no
7157,15627699,Pirogova,558,France,Male,32,10,105000.23,1,yes,no,190019.61,no
7158,15591010,McDonald,434,Germany,Male,55,8,109339.17,2,yes,no,96405.88,yes
7159,15798895,Okonkwo,525,France,Female,59,6,55328.4,1,yes,no,83342.73,yes
7160,15745375,Nnanna,640,Germany,Male,23,3,72012.76,1,yes,no,161333.13,no
7161,15775235,Ku,690,France,Female,36,6,110480.48,1,no,no,81292.33,no
7162,15780088,Porter,607,Spain,Male,34,9,132439.99,1,yes,no,177747.72,no
7163,15649379,Somayina,850,France,Female,46,3,0.0,2,yes,yes,187980.21,no
7164,15713983,Mao,780,Germany,Male,34,5,94108.54,2,yes,no,177235.21,no
7165,15709252,Fuller,616,Germany,Female,28,10,105173.99,1,no,yes,29835.37,yes
7166,15699238,Craig,618,Spain,Female,40,8,0.0,2,yes,no,80204.38,no
7167,15732884,Trevisano,676,France,Male,29,7,131959.86,1,no,no,189268.81,no
7168,15587297,Ruiz,507,France,Male,33,7,0.0,2,yes,yes,85411.01,no
7169,15684722,Fraser,490,France,Male,34,5,122952.9,2,no,no,154360.97,no
7170,15621244,Gallo,678,France,Male,36,0,107379.68,1,yes,yes,84460.18,no
7171,15744273,Waterhouse,637,Germany,Male,30,6,122641.56,2,yes,no,65618.01,no
7172,15682540,Cremonesi,602,France,Female,33,8,0.0,2,yes,yes,112928.74,no
7173,15636521,Feng,744,Spain,Female,30,1,124037.28,1,yes,yes,142210.94,no
7174,15785339,H?,640,France,Female,50,9,117565.03,2,no,no,82559.77,no
7175,15638983,Jara,684,France,Female,38,5,133189.4,1,no,no,127388.06,no
7176,15654625,Wilson,495,Germany,Male,39,8,120252.02,2,yes,yes,10160.23,no
7177,15697310,O'Callaghan,559,Germany,Female,28,3,152264.81,1,no,no,64242.31,no
7178,15678210,Robson,684,France,Male,38,5,105069.98,2,yes,yes,198355.28,no
7179,15575438,Pease,613,France,Male,42,7,115076.06,1,yes,yes,79323.61,no
7180,15632789,Maclean,794,France,Male,30,8,0.0,2,yes,yes,24113.91,no
7181,15621423,Lavrentyev,736,France,Female,42,7,117280.23,3,no,no,41921.06,yes
7182,15573520,Rhodes,692,Germany,Male,49,6,110540.43,2,no,yes,107472.99,no
7183,15740458,Murphy,703,Spain,Male,36,7,135095.47,1,yes,no,143859.66,no
7184,15762799,Alexander,720,Germany,Male,23,0,187861.18,2,yes,yes,104120.17,no
7185,15686885,Nekrasov,777,Germany,Male,44,3,124655.59,2,no,yes,79792.3,no
7186,15565996,Arnold,653,France,Male,44,8,0.0,2,yes,yes,154639.72,no
7187,15662152,Trevisan,552,France,Female,38,9,134105.01,1,no,no,57850.1,no
7188,15711742,Mason,708,France,Female,34,4,0.0,1,yes,yes,62868.33,no
7189,15701885,Tucker,647,France,Female,40,9,0.0,2,no,yes,92357.21,no
7190,15774262,Hobson,597,Germany,Male,52,8,83693.34,2,yes,yes,161083.53,no
7191,15567839,Gordon,501,France,Male,42,9,114631.23,1,no,yes,91429.74,no
7192,15644400,Anderson,709,France,Male,44,9,128601.98,1,yes,no,117031.2,no
7193,15797246,Terry,621,Germany,Female,34,2,91258.52,2,yes,no,44857.4,no
7194,15778290,Lappin,799,France,Male,70,8,70416.75,1,yes,yes,36483.52,no
7195,15708714,Santiago,675,France,Female,33,6,0.0,2,yes,no,34045.61,no
7196,15586183,Wallace,561,France,Female,35,5,0.0,2,yes,no,59981.62,no
7197,15761733,King,707,France,Female,42,10,0.0,2,yes,yes,152944.39,no
7198,15773934,Fang,670,France,Male,33,6,88294.6,1,yes,no,66979.06,no
7199,15705343,May,649,Spain,Female,32,7,0.0,1,yes,no,28797.32,no
7200,15593959,Travis,524,France,Male,28,1,93577.3,1,yes,yes,51670.82,no
7201,15664615,Nnachetam,689,Germany,Female,30,5,136650.89,1,yes,yes,41865.72,yes
7202,15671014,Zhdanova,573,Spain,Female,72,8,98765.84,1,yes,yes,96015.53,no
7203,15657778,Jefferson,657,France,Male,33,1,84309.57,2,no,no,103914.4,no
7204,15585192,Cremonesi,686,Spain,Male,39,10,136258.06,1,no,no,89199.51,no
7205,15592914,Fang,683,France,Female,29,9,0.0,2,yes,yes,48849.89,no
7206,15770995,Sinclair,753,Germany,Female,47,1,131160.85,1,yes,no,197444.69,no
7207,15570990,Begley,520,Spain,Female,30,4,145222.99,2,no,no,145160.96,no
7208,15596165,Degtyarev,547,Germany,Male,25,4,98141.57,2,yes,yes,52309.8,no
7209,15788131,Atkins,653,France,Male,47,6,0.0,1,yes,no,50695.93,yes
7210,15800773,Ikenna,648,Spain,Female,28,9,102282.61,1,yes,yes,157891.11,no
7211,15690153,Sun,639,France,Female,37,4,116121.84,2,no,yes,181850.74,no
7212,15638989,Lettiere,711,France,Female,25,5,190066.54,1,no,no,51345.39,yes
7213,15623210,Smith,484,Germany,Female,55,8,149349.58,3,no,no,137519.92,yes
7214,15652658,Finch,721,France,Male,36,1,155176.83,2,yes,yes,49653.37,no
7215,15684440,Monaldo,548,Germany,Male,32,2,98986.28,1,yes,yes,55867.38,no
7216,15730287,Ugonna,679,France,Male,41,8,147726.98,3,yes,no,172749.4,yes
7217,15720353,Chiang,553,France,Male,41,1,0.0,2,yes,no,90607.31,no
7218,15767231,Sun,757,France,Male,36,7,144852.06,1,no,no,130861.95,no
7219,15761554,Blackburn,581,France,Male,54,4,89299.81,1,no,no,5558.47,yes
7220,15706637,Chang,718,Spain,Male,40,9,0.0,2,no,no,121537.91,no
7221,15690492,Palermo,625,France,Male,41,6,97663.16,2,yes,no,57128.78,no
7222,15694237,McEwan,744,Spain,Male,39,4,95161.75,1,yes,no,19409.77,no
7223,15729771,Davide,799,Germany,Male,31,9,154586.92,1,no,yes,88604.89,yes
7224,15609823,Chieloka,751,Spain,Female,34,8,127095.14,2,no,no,479.54,no
7225,15793366,Humphreys,781,Germany,Male,35,7,92526.15,2,yes,yes,173837.54,no
7226,15614813,Cocci,777,Germany,Female,46,0,107362.8,1,yes,no,487.3,no
7227,15566495,Hanson,704,Spain,Female,24,2,0.0,1,yes,no,35600.25,yes
7228,15707602,Macleod,539,France,Female,47,2,127286.04,2,yes,yes,166929.43,yes
7229,15635244,Ritchie,716,France,Female,29,6,0.0,2,yes,yes,98998.61,no
7230,15805627,Nebechukwu,670,France,Male,37,2,0.0,2,yes,yes,54229.74,no
7231,15607986,Nnamutaezinwa,555,France,Male,40,10,139930.18,1,yes,yes,105720.09,no
7232,15799785,Ikemefuna,679,Germany,Female,30,4,77949.69,1,yes,yes,121151.46,no
7233,15699963,Scott,571,France,Male,38,1,121405.04,1,yes,yes,154844.22,no
7234,15624595,Chiang,512,Spain,Female,35,5,124580.69,1,yes,yes,18785.48,no
7235,15629750,Artyomova,697,France,Male,35,5,133087.76,1,yes,no,64771.61,no
7236,15651460,Hsieh,424,Spain,Male,34,7,0.0,1,yes,yes,16250.61,no
7237,15753550,Levien,684,France,Female,43,7,0.0,2,yes,no,131093.99,no
7238,15594133,Erskine,697,Spain,Male,62,7,0.0,1,yes,no,129188.18,yes
7239,15772329,Fiorentino,580,Germany,Male,45,8,103741.14,1,yes,no,47428.73,yes
7240,15591552,Okonkwo,600,France,Female,32,7,98877.95,1,yes,no,132973.21,no
7241,15750921,Monds,521,France,Male,37,5,105843.26,2,yes,yes,84908.2,no
7242,15701687,Campbell,664,Spain,Male,44,7,77526.66,3,no,no,57338.56,yes
7243,15728906,Ibekwe,634,France,Male,77,5,0.0,2,yes,yes,161579.85,no
7244,15670029,Marcelo,445,France,Female,33,7,0.0,2,yes,no,122625.68,no
7245,15763579,Castro,702,Germany,Female,36,2,105264.88,2,yes,yes,52909.87,no
7246,15728010,Capon,485,France,Male,37,5,0.0,2,no,yes,170226.47,no
7247,15663194,Voronova,582,Germany,Female,40,3,110150.43,1,yes,yes,191757.65,yes
7248,15736510,Loggia,605,Spain,Female,57,2,0.0,3,yes,no,66652.75,yes
7249,15745804,Law,628,France,Male,25,7,0.0,2,yes,yes,195977.75,no
7250,15631451,Grant,604,Spain,Female,28,6,0.0,2,yes,yes,69056.26,no
7251,15746995,Greco,724,Germany,Male,31,9,138166.3,1,yes,no,12920.43,no
7252,15730673,Dietz,567,Germany,Male,40,7,122265.24,1,yes,no,138552.74,no
7253,15734649,Martel,779,Spain,Female,55,0,133295.98,1,yes,no,22832.71,yes
7254,15701081,Jarvis,785,France,Male,36,2,0.0,1,no,yes,61811.1,no
7255,15632503,Meng,563,France,Female,32,0,148326.09,1,yes,no,191604.27,yes
7256,15585928,Hay,821,Germany,Female,31,2,68927.57,1,yes,yes,25445.0,no
7257,15648681,Voronoff,747,France,Female,47,5,139914.6,4,no,yes,129964.56,yes
7258,15747757,Trevascus,600,Germany,Female,58,8,118723.11,1,no,no,6209.51,yes
7259,15718921,Ho,625,Spain,Male,32,7,106957.28,1,yes,yes,134794.02,no
7260,15571081,Hansen,773,France,Female,41,7,190238.93,1,yes,yes,57549.65,no
7261,15734578,Craig,726,France,Female,53,1,113537.73,1,no,yes,28367.21,no
7262,15579583,Hall,641,Spain,Female,40,4,101090.27,1,yes,yes,51703.09,no
7263,15622729,Sun,649,France,Female,46,2,0.0,2,yes,yes,66602.7,no
7264,15662189,Durant,434,Spain,Male,33,3,0.0,1,yes,yes,2739.71,no
7265,15692718,Jackson,738,France,Female,38,7,0.0,2,no,no,69227.42,no
7266,15762716,Chigozie,762,Spain,Female,60,10,168920.75,1,yes,no,31445.03,yes
7267,15724851,Farmer,507,Germany,Male,31,9,111589.67,1,yes,no,150037.19,no
7268,15587266,Douglas,606,Germany,Female,27,6,172310.33,1,no,yes,111448.92,no
7269,15675926,Ardis,655,Germany,Male,34,7,118028.35,1,yes,no,51226.32,yes
7270,15706268,Smith,697,Germany,Male,51,1,147910.3,1,yes,yes,53581.14,no
7271,15581871,Butler,504,Germany,Male,42,7,131287.36,2,yes,yes,149697.78,no
7272,15666166,Pettry,653,France,Female,74,0,121276.32,1,yes,yes,160348.31,no
7273,15671582,John,660,Spain,Male,38,6,109869.32,1,yes,yes,154641.91,no
7274,15680901,Potter,652,France,Female,34,6,97435.85,2,yes,yes,104331.76,no
7275,15642336,Shaw,669,France,Female,42,9,0.0,2,no,no,135630.32,no
7276,15653147,Boyle,594,France,Male,35,2,133853.27,1,yes,yes,65361.66,no
7277,15571284,Elmore,756,Germany,Male,32,0,109528.16,2,yes,yes,56176.31,no
7278,15591360,Udinesi,642,France,Female,33,4,84607.34,2,no,yes,60059.47,no
7279,15810485,Sun,486,Germany,Male,37,1,101438.0,1,no,no,51364.56,no
7280,15611973,Tuan,804,France,Male,55,7,0.0,2,yes,yes,118752.6,no
7281,15735572,Lawrence,629,France,Male,59,9,113657.83,1,yes,yes,116848.79,yes
7282,15567860,Burrows,581,Spain,Female,44,7,189318.16,2,yes,no,45026.23,yes
7283,15795690,Shao,667,France,Male,31,3,99513.91,1,yes,yes,189657.26,no
7284,15706464,White,667,Spain,Male,35,4,97585.32,2,no,no,57213.46,no
7285,15725028,Chialuka,679,France,Male,29,3,0.0,2,yes,yes,63687.06,no
7286,15751167,Toscano,680,France,Female,43,4,0.0,2,yes,yes,58761.33,no
7287,15633944,McKay,644,Spain,Male,32,3,136659.74,1,yes,yes,14187.78,no
7288,15672637,Voronkov,571,France,Female,30,4,85755.86,1,yes,no,145115.95,no
7289,15680895,Sal,627,Spain,Female,35,7,0.0,1,yes,no,187718.26,no
7290,15793825,Ikechukwu,536,France,Male,39,4,0.0,2,yes,no,27150.35,no
7291,15611318,Kruglova,599,Spain,Male,33,4,51690.89,1,yes,no,111622.76,yes
7292,15768474,Clements,744,Spain,Male,34,3,0.0,2,yes,no,27244.35,no
7293,15716276,Kennedy,709,France,Female,34,2,111669.68,1,yes,no,57029.66,no
7294,15623668,Johnson,653,Germany,Male,31,2,154741.45,2,no,no,25183.01,no
7295,15696361,Chung,648,Germany,Male,31,7,125681.51,1,no,yes,129980.93,no
7296,15607988,Garland,663,Germany,Female,37,8,155303.71,1,yes,no,118716.63,no
7297,15637891,Docherty,613,Germany,Female,43,4,140681.68,1,no,yes,20134.07,no
7298,15789865,Nnaife,620,France,Male,28,9,71902.52,1,no,yes,190208.23,no
7299,15627190,Lettiere,661,France,Male,51,6,146606.6,1,yes,yes,68021.9,no
7300,15788224,Sanderson,669,Germany,Male,45,1,123949.75,1,no,no,110881.56,no
7301,15702149,Fomin,767,Germany,Female,33,1,144753.21,1,yes,yes,132480.75,no
7302,15708236,Wright,491,France,Female,72,6,91285.22,1,yes,yes,7032.95,no
7303,15568469,Buckley,653,France,Male,43,0,0.0,2,yes,no,27862.58,no
7304,15764444,Pan,679,Germany,Male,58,8,125850.53,2,yes,yes,87008.17,no
7305,15794204,Manna,687,France,Male,28,7,108116.66,1,yes,yes,27411.19,no
7306,15807546,Chinwendu,837,France,Female,38,2,0.0,2,yes,yes,46395.21,no
7307,15782159,Ndubuagha,850,France,Male,28,8,67639.56,2,yes,yes,194245.29,no
7308,15618703,White,663,Spain,Female,53,6,150200.23,1,no,yes,151317.27,yes
7309,15793317,Hale,547,Spain,Female,22,7,141287.15,1,yes,no,118142.79,no
7310,15740487,Ross,627,France,Female,41,6,0.0,3,yes,yes,138700.75,yes
7311,15722479,Ikenna,707,France,Male,37,1,0.0,2,no,yes,6035.51,no
7312,15688264,Nkemdilim,629,France,Female,43,0,0.0,2,yes,yes,41263.69,no
7313,15583067,McMillan,687,France,Female,36,4,97157.96,1,no,yes,63185.05,no
7314,15686670,Duke,588,France,Female,36,2,0.0,2,yes,no,92536.0,yes
7315,15593345,Bradbury,502,Germany,Female,33,6,125241.17,2,yes,yes,158736.07,no
7316,15811690,Bayley,793,Germany,Male,54,2,128966.13,1,no,no,18633.4,yes
7317,15734008,Bartlett,727,Germany,Male,59,5,152581.06,1,yes,no,71830.1,yes
7318,15771856,Cremin,632,Spain,Female,32,1,0.0,2,yes,no,19525.65,no
7319,15762045,Gilchrist,474,Germany,Female,37,5,142688.57,2,yes,yes,110953.33,no
7320,15778142,Shih,850,Germany,Female,31,1,130089.56,2,yes,yes,4466.21,no
7321,15689268,Fitzpatrick,584,France,Male,36,9,0.0,1,yes,yes,105818.51,no
7322,15721507,Pagan,713,France,Female,32,1,117094.02,1,no,no,149558.83,yes
7323,15750476,Hendrick,742,Spain,Male,24,8,0.0,2,yes,no,4070.28,no
7324,15810723,Sanderson,607,France,Female,39,10,0.0,3,yes,no,132741.13,yes
7325,15787229,Samsonova,761,Spain,Female,34,2,0.0,2,yes,no,61251.25,no
7326,15570508,Azubuike,600,France,Male,49,7,90218.9,1,yes,no,91347.76,no
7327,15617065,Pan,650,Spain,Male,42,4,194532.66,1,yes,no,171045.31,yes
7328,15689786,Massie,850,Germany,Male,56,1,169743.83,1,no,no,155850.4,yes
7329,15648876,Sandover,501,France,Female,34,5,0.0,1,yes,no,27380.99,no
7330,15802106,Craig,418,France,Male,34,8,155973.88,1,yes,no,154208.96,no
7331,15773869,Onwudiwe,797,Spain,Male,59,4,129321.44,1,yes,yes,93624.55,no
7332,15711635,Chu,788,Germany,Female,42,6,138650.49,2,yes,no,64746.07,no
7333,15795527,Zetticci,699,Spain,Male,43,2,136487.86,2,yes,no,82815.93,no
7334,15759133,Vaguine,616,France,Male,18,6,0.0,2,yes,yes,27308.58,no
7335,15679394,Owen,651,France,Female,41,4,38617.2,1,yes,yes,104876.8,no
7336,15801072,Hurst,654,France,Female,28,7,0.0,2,yes,no,151316.37,no
7337,15646082,Harding,676,France,Female,34,8,82909.14,1,yes,no,91817.38,yes
7338,15796111,Smith,708,Germany,Female,54,8,145151.4,1,no,yes,125311.17,yes
7339,15670646,Moore,499,Spain,Female,42,0,147187.84,1,yes,yes,14868.94,yes
7340,15578722,Bradley,689,France,Male,39,4,0.0,2,yes,no,196112.45,no
7341,15815095,Burfitt,850,Spain,Male,54,7,108185.81,2,no,no,24093.4,yes
7342,15730360,Mackenzie,502,France,Male,30,4,0.0,2,yes,yes,66263.87,no
7343,15763194,Milanesi,643,France,Male,34,7,0.0,2,no,yes,100304.13,no
7344,15720725,Shubin,762,France,Male,28,2,0.0,2,yes,no,167909.52,no
7345,15567834,Nieves,719,France,Male,49,5,105918.1,1,yes,yes,16246.59,no
7346,15720644,Martin,789,France,Male,27,6,0.0,2,yes,no,103603.65,no
7347,15811742,Jen,553,Spain,Male,42,7,0.0,2,yes,no,7680.23,no
7348,15813363,Woods,448,Spain,Male,25,2,0.0,2,no,no,95215.73,no
7349,15717629,Docherty,632,Germany,Male,42,6,59972.26,2,no,yes,148172.94,no
7350,15713160,Lin,669,Spain,Male,25,7,157228.61,2,yes,no,124382.9,no
7351,15568878,Cheng,654,Spain,Male,34,5,0.0,2,yes,no,159311.46,no
7352,15809800,Korovina,726,France,Female,38,4,0.0,2,no,no,6787.48,no
7353,15736420,Macdonald,596,France,Male,21,4,210433.08,2,no,yes,197297.77,yes
7354,15757933,Hardy,733,Germany,Female,30,1,102452.71,1,yes,no,21556.95,no
7355,15623072,Shaw,529,Spain,Female,35,5,0.0,2,yes,no,56518.0,no
7356,15683993,Knight,493,France,Female,37,8,142987.46,2,yes,no,158840.99,no
7357,15570947,Bruny,615,Spain,Female,29,7,143330.56,2,yes,yes,126396.01,no
7358,15797767,Ikedinachukwu,600,France,Female,49,6,0.0,1,no,yes,148087.88,yes
7359,15731989,Moran,666,France,Male,36,4,120165.4,2,yes,no,33701.5,no
7360,15591035,Macleod,644,Spain,Male,54,6,0.0,1,no,yes,84622.37,no
7361,15586479,Yin,692,France,Female,36,4,0.0,1,yes,no,185580.89,yes
7362,15605872,Felix,707,France,Male,73,6,66573.17,1,yes,yes,62768.8,no
7363,15666012,Rippey,603,France,Male,40,4,102833.46,2,yes,yes,38829.11,no
7364,15641733,Mishina,671,France,Female,34,5,164757.56,1,yes,no,110748.88,no
7365,15593178,Graham,568,Spain,Female,36,10,153610.61,1,yes,yes,54083.8,yes
7366,15649183,Johnston,598,Spain,Female,35,8,0.0,3,no,yes,88658.73,no
7367,15736399,Korovin,606,Spain,Male,42,10,0.0,2,yes,no,177938.52,no
7368,15751137,Lei,850,Germany,Female,36,3,169025.83,1,yes,no,174235.06,no
7369,15757188,Chimaijem,644,Spain,Female,26,4,153455.72,2,yes,yes,82696.84,no
7370,15726167,Scott,655,France,Male,37,4,0.0,2,yes,yes,142415.97,no
7371,15624850,Grant,850,France,Male,30,10,153972.89,2,yes,no,62811.03,no
7372,15717700,McIntyre,683,Spain,Male,34,9,114609.55,2,no,yes,25339.29,no
7373,15716347,Griffin,663,Germany,Male,37,7,143625.83,2,no,yes,176487.05,no
7374,15696287,Converse,682,Germany,Female,38,1,116520.28,1,yes,yes,49833.5,yes
7375,15638871,Ch'ang,639,France,Male,77,6,80926.02,2,yes,yes,55829.25,no
7376,15765093,Coates,704,France,Male,23,6,166594.78,1,yes,yes,155823.2,no
7377,15592999,Reid,691,France,Female,40,0,115465.98,1,yes,yes,60622.61,no
7378,15641715,Ts'ui,599,France,Male,34,8,0.0,2,yes,yes,174196.68,no
7379,15607746,Belstead,573,France,Female,36,1,0.0,1,yes,yes,56905.38,no
7380,15625311,Dickinson,589,Germany,Female,41,7,92618.62,1,yes,yes,101178.85,no
7381,15573077,Nwora,620,Germany,Female,25,8,141825.88,1,yes,yes,73857.94,yes
7382,15735106,Bishop,647,Spain,Male,28,6,149594.02,2,yes,no,102325.19,no
7383,15672912,Loggia,737,Spain,Female,39,7,130051.66,2,no,no,55356.39,yes
7384,15589881,Rowe,634,France,Female,41,7,0.0,2,yes,yes,131284.93,no
7385,15660144,Balashov,660,France,Male,38,4,0.0,2,no,no,88080.43,no
7386,15664083,Ulyanova,666,Germany,Female,37,2,158468.76,1,no,yes,93266.01,no
7387,15690898,Bogolyubova,696,France,Male,44,8,161889.79,1,no,no,75562.47,no
